disbursed_amount,asset_cost,ltv,branch_id,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS_SCORE,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,loan_default
57013,65644,89.88,34,9/9/1977,Self employed,16-09-18,1,0,0,1,0,0,722,0,7yrs 9mon,0,0
49361,69554,74.91,36,17-03-72,Salaried,23-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
47349,61425,81.4,3,1/1/1986,Salaried,14-08-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
48749,61935,80.73,160,23-09-77,Self employed,14-09-18,1,1,0,0,0,0,681,0,2yrs 1mon,3,0
44439,61049,76.99,3,1/1/1976,Salaried,14-08-18,1,1,0,0,0,0,0,0,0yrs 10mon,0,0
46645,66353,72.34,8,1/1/1984,Self employed,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49803,72455,70.39,78,3/5/1978,Salaried,24-08-18,1,1,0,0,0,0,699,1,1yrs 10mon,0,0
67882,85992,81.4,48,29-12-84,Salaried,18-09-18,1,1,0,0,0,0,404,1,1yrs 8mon,1,0
50278,62087,84.56,3,10/5/1963,Salaried,24-09-18,1,1,1,0,0,0,727,1,1yrs 5mon,0,0
57383,70524,86.5,160,17-11-82,Self employed,12/10/2018,1,1,0,0,0,0,450,1,11yrs 11mon,1,1
58759,80300,74.72,138,28-06-96,Self employed,7/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
46349,69047,69.52,103,2/2/1983,Self employed,6/9/2018,1,1,0,0,0,0,300,0,3yrs 1mon,0,0
46003,59048,79.6,72,23-03-73,Self employed,21-08-18,1,1,0,0,0,0,652,0,0yrs 9mon,0,1
62769,78273,84.32,5,6/2/1965,Self employed,20-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41394,99597,43.17,42,2/10/1990,Self employed,25-09-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
50303,69371,73.52,63,15-12-87,Salaried,25-10-18,1,1,0,0,0,0,774,0,2yrs 0mon,1,0
63713,93441,69.56,3,1/1/1989,Self employed,10/8/2018,1,1,0,0,0,0,737,0,0yrs 6mon,1,0
35839,52715,71.14,14,1/1/1995,Self employed,8/10/2018,1,1,0,0,0,0,738,0,0yrs 6mon,2,0
29784,65781,47.58,19,8/8/1985,Salaried,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
78941,126909,65.4,202,17-08-90,Self employed,6/8/2018,1,1,0,0,0,0,628,0,6yrs 10mon,0,0
53103,78950,68.4,18,1/1/1984,Self employed,24-09-18,1,1,0,0,0,0,445,1,3yrs 6mon,0,1
37275,68061,57.3,104,1/1/1984,Self employed,28-10-18,1,1,0,0,0,0,300,0,7yrs 2mon,0,1
47349,56100,87.34,250,1/1/1986,Salaried,1/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,1
39894,56340,72.77,48,1/1/1982,Salaried,3/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53700,71800,77.3,147,1/1/1990,Self employed,18-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
32914,70000,48.43,17,5/11/1998,,14-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70000,96600,74.53,146,8/8/1992,Self employed,24-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48145,69335,72.11,36,1/10/1995,Self employed,28-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
59213,95285,64.02,36,1/2/1964,Salaried,14-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
33445,60845,59.66,120,1/1/1980,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60291,72169,85,158,6/12/1982,Self employed,25-09-18,1,1,0,0,0,0,425,0,1yrs 4mon,0,0
37939,50000,79.8,147,1/1/1980,Salaried,29-08-18,1,1,0,0,0,0,705,0,1yrs 1mon,2,1
70817,83998,86.91,255,1/1/1989,Self employed,8/10/2018,1,1,0,0,0,0,615,0,3yrs 4mon,0,0
53639,77211,72.53,9,10/1/1988,Self employed,5/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52578,70605,76.48,251,6/1/1993,Salaried,11/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
51689,61630,85,136,20-12-80,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39794,75104,53.79,162,11/12/1987,Salaried,30-10-18,1,1,0,0,0,0,740,0,2yrs 0mon,0,0
71817,107697,68.71,11,1/1/1998,,20-09-18,1,1,0,0,0,0,0,0,0yrs 1mon,0,1
41954,58850,74.77,20,31-05-96,Salaried,4/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
49926,72726,70.68,8,31-12-97,,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59259,78553,76.38,2,23-05-59,Self employed,30-09-18,1,1,0,0,0,0,300,1,9yrs 7mon,0,0
56259,65402,87.15,14,1/1/1979,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39187,70337,58.49,85,1/6/1977,Salaried,21-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60947,76187,82.69,251,4/12/1983,Self employed,3/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
42394,72878,59,120,1/1/1984,Self employed,26-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
46849,65049,74.56,48,16-07-68,Self employed,31-08-18,1,1,0,0,0,0,547,0,8yrs 4mon,0,0
39439,64446,62.07,3,13-04-74,Self employed,14-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54309,68486,81.04,16,1/1/1979,Salaried,28-08-18,1,1,0,0,0,0,18,0,7yrs 5mon,0,0
56259,89085,65.11,11,1/1/1995,Self employed,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70817,99518,72.85,2,12/11/1982,Salaried,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
46955,76023,66.52,5,4/6/1973,Salaried,11/10/2018,1,0,0,0,1,0,754,0,2yrs 7mon,0,0
44879,63597,73.9,19,2/8/1992,Salaried,25-08-18,1,1,0,0,0,0,758,0,0yrs 4mon,0,0
60213,78058,79.43,146,1/1/1984,Self employed,10/9/2018,1,1,0,0,0,0,17,0,0yrs 2mon,0,1
61260,108885,58.32,120,1/5/1974,Self employed,5/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47645,69700,71.74,152,1/1/1965,Self employed,23-09-18,1,1,0,0,0,0,726,0,4yrs 0mon,0,0
57503,71356,84.79,160,3/4/1989,Self employed,30-08-18,1,1,0,0,0,0,771,0,12yrs 1mon,2,0
37439,67150,56.59,64,1/1/1973,Salaried,25-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
36580,75450,50.36,8,25-03-84,Salaried,3/10/2018,1,1,0,0,0,0,706,0,1yrs 0mon,0,0
58759,74927,79.41,18,1/1/1982,Self employed,31-10-18,1,1,0,0,0,0,825,0,0yrs 6mon,0,0
54013,64004,86.71,79,1/1/1994,Self employed,15-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
43394,90604,49.67,48,28-02-61,Self employed,3/9/2018,1,1,0,0,0,0,657,0,7yrs 4mon,0,0
50703,69251,75.09,104,10/1/1987,Salaried,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
37739,86217,45.58,48,1/1/1991,Salaried,12/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61213,85330,73.83,11,2/4/1997,Self employed,30-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
45349,72238,65.06,1,26-09-89,Self employed,17-08-18,1,0,0,1,0,0,774,0,2yrs 7mon,0,1
44409,70970,66.23,10,24-01-97,Self employed,18-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
44210,60540,74.33,61,1/1/1975,Salaried,31-10-18,1,1,0,0,0,0,728,0,2yrs 7mon,0,0
55259,105109,54.23,11,1/1/1971,Self employed,6/9/2018,1,0,1,0,0,0,489,0,0yrs 3mon,0,0
59259,99457,60.33,65,1/1/1968,Self employed,24-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
50303,69728,74.58,16,1/1/1983,Salaried,1/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
40394,54889,74.7,5,1/1/1976,Self employed,10/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53303,81862,67.19,255,6/8/1993,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47202,66000,73.64,78,1/6/1992,Self employed,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45349,69688,67.44,68,9/11/1990,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57806,72641,85,138,2/12/1984,Self employed,13-10-18,1,0,0,1,0,0,702,0,2yrs 1mon,5,0
57413,70448,83.75,67,1/6/1975,Salaried,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
56759,66000,87.88,2,5/1/1979,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
37639,56988,70.19,79,11/11/1980,Self employed,13-08-18,1,1,0,0,0,0,657,0,0yrs 6mon,0,0
45079,55640,84.47,34,10/9/1978,Self employed,17-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
24574,51025,49,152,25-12-70,Self employed,3/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
63947,72502,89.65,79,11/8/1992,Self employed,25-10-18,1,1,0,0,0,0,738,0,2yrs 8mon,0,0
59713,68149,89.51,5,8/1/1987,Salaried,4/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,2,0
72623,104000,71.15,103,10/8/1986,Self employed,25-08-18,1,1,0,0,0,0,607,1,2yrs 0mon,0,1
53203,67379,80.89,67,1/1/1973,Self employed,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45049,60200,76.74,15,31-05-89,Salaried,12/10/2018,1,1,1,0,0,0,825,0,0yrs 8mon,0,0
24074,40600,60.34,136,9/1/1981,Self employed,20-08-18,1,1,0,0,0,0,300,1,3yrs 1mon,0,0
63882,84416,78.18,162,19-12-88,Salaried,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
59013,70201,85.47,16,8/3/1995,Salaried,28-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,1
23774,74025,33.77,8,6/11/1981,Salaried,3/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57449,69585,83.91,18,1/1/1983,Self employed,7/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52500,70650,76.43,76,12/2/1980,Self employed,16-08-18,1,1,0,0,0,0,628,0,5yrs 10mon,0,0
44409,62531,75.16,20,1/1/1981,Self employed,16-08-18,1,1,0,0,0,0,653,0,2yrs 1mon,5,0
50078,66087,77.17,19,2/4/1977,Salaried,20-09-18,1,1,0,0,0,0,825,0,2yrs 1mon,0,0
44849,78872,58.32,13,7/6/1991,Self employed,18-09-18,1,1,0,0,0,0,669,0,1yrs 7mon,0,0
44349,64676,71.12,79,5/3/1991,Self employed,16-10-18,1,1,0,1,0,0,0,0,0yrs 0mon,0,0
63128,73015,88.22,13,21-05-71,Salaried,15-10-18,1,1,0,0,0,0,627,1,2yrs 9mon,0,0
35439,53330,67.5,136,15-07-92,Salaried,27-08-18,1,1,0,0,0,0,604,0,5yrs 8mon,0,0
48499,67195,74.41,5,31-12-91,Salaried,19-09-18,1,1,0,0,1,0,0,0,0yrs 0mon,0,0
32000,51949,63.52,35,19-06-90,Salaried,29-09-18,1,1,0,0,0,0,781,0,2yrs 8mon,0,0
54039,80074,72.43,152,1/1/1988,Self employed,23-10-18,1,1,0,0,0,0,557,1,2yrs 11mon,0,0
41740,58902,74.99,3,7/10/1987,Self employed,30-08-18,1,1,0,0,0,0,542,1,1yrs 6mon,0,0
45949,72900,63.92,16,1/1/1991,,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56513,71530,81.08,2,18-08-89,Salaried,24-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50743,77491,68.4,7,19-03-88,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45649,55700,84.92,48,20-02-92,Self employed,20-09-18,1,0,0,1,0,0,708,0,1yrs 7mon,0,0
47749,65510,74.8,67,1/1/1982,Self employed,31-08-18,1,1,0,0,0,0,605,0,3yrs 3mon,0,0
47359,75372,65.67,36,1/1/1992,Self employed,28-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
54259,68853,81.33,146,17-01-92,Salaried,10/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
53303,73847,73.12,48,17-06-96,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
68382,79100,88.5,248,17-11-77,Salaried,30-08-18,1,1,0,0,0,0,600,0,24yrs 4mon,0,0
63447,75000,86,2,18-09-68,Self employed,9/10/2018,1,1,0,0,0,0,15,0,0yrs 0mon,0,0
60039,72039,86.06,8,5/2/1975,Self employed,19-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49213,63386,83.61,74,1/1/1971,Self employed,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57060,65276,89.77,15,20-08-97,Salaried,16-10-18,1,1,0,0,0,0,815,0,0yrs 6mon,0,0
42294,70241,62.21,78,9/2/1995,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49038,66700,77.96,202,1/1/1975,Self employed,10/9/2018,1,1,0,0,0,0,369,0,4yrs 5mon,0,0
50303,106237,48.95,255,25-03-96,Self employed,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
80286,105021,77.7,202,4/6/1990,Salaried,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
34689,61700,57.86,70,1/1/1980,Self employed,8/10/2018,1,1,0,0,0,0,830,0,1yrs 5mon,0,0
50503,67000,76.42,68,1/1/1981,Self employed,15-09-18,1,0,0,1,0,0,300,0,5yrs 8mon,0,0
62147,113708,57.16,36,2/1/1986,Salaried,7/9/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
42499,56615,79.48,202,26-06-84,Salaried,4/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50303,68510,75.9,3,26-09-96,Self employed,24-09-18,1,1,0,0,0,0,736,0,2yrs 1mon,4,0
83677,152798,57.27,48,1/1/1977,Self employed,31-08-18,1,0,0,1,0,0,300,2,9yrs 7mon,0,1
69169,87890,79.65,255,1/1/1991,Self employed,5/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
87620,130660,68.88,11,1/1/1988,Self employed,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53303,67722,81.21,74,10/1/1979,Self employed,20-08-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
48349,69855,71.58,61,26-07-82,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57259,64770,89.55,146,14-02-90,Self employed,5/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58947,68013,89.69,117,24-09-85,Salaried,6/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
51803,58700,89.78,15,1/1/1987,Self employed,27-09-18,1,1,0,0,0,0,679,0,0yrs 7mon,1,0
46349,58371,82.23,3,25-03-80,Salaried,24-08-18,1,1,0,0,0,0,681,0,0yrs 9mon,0,0
62315,99017,65.54,36,1/1/1975,Self employed,31-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
54199,65215,85.87,34,3/12/1993,Self employed,4/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47249,70215,69.22,61,21-05-86,Salaried,21-09-18,1,1,0,0,0,0,753,0,0yrs 9mon,0,0
69169,78000,89.74,2,25-01-93,Self employed,20-09-18,1,1,0,0,0,0,763,0,1yrs 0mon,1,0
47349,61697,79.42,3,1/1/1996,Salaried,28-08-18,1,0,1,0,0,0,0,0,0yrs 0mon,1,0
68882,92000,76.09,2,3/1/1984,Salaried,30-09-18,1,1,0,0,0,0,509,1,9yrs 10mon,0,0
42210,75738,58.1,42,28-03-94,Self employed,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
27529,72934,39.76,29,1/1/1983,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
98499,173327,57.69,29,10/3/1995,Self employed,11/10/2018,1,1,0,0,0,0,17,0,0yrs 2mon,0,0
49803,63492,81.9,68,1/10/1993,Salaried,3/10/2018,1,1,0,0,0,0,830,0,2yrs 10mon,0,0
52703,61600,87.66,67,1/6/1995,Salaried,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55013,92588,61.02,65,1/10/1970,Self employed,9/8/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
41034,79415,54.15,8,3/10/1991,Self employed,13-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39442,74764,56.18,8,20-12-56,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
44409,62412,75.31,74,1/1/1973,Salaried,28-09-18,1,1,0,0,0,0,623,0,3yrs 2mon,0,0
53803,64990,84.63,79,21-10-75,Salaried,10/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
43094,56216,79.51,74,1/1/1987,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54219,73765,78.63,5,16-07-81,Salaried,8/10/2018,1,1,0,0,0,0,633,0,10yrs 8mon,0,0
23074,60286,38.98,48,5/1/1996,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48349,59121,84.57,258,1/1/1990,Self employed,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
37939,70100,56.35,2,20-07-75,Self employed,24-08-18,1,1,0,0,0,0,16,0,5yrs 9mon,0,0
59013,75596,79.37,16,6/11/1977,Self employed,14-10-18,1,1,0,1,0,0,344,0,2yrs 3mon,0,1
63489,90480,75.15,103,1/1/1989,Self employed,21-08-18,1,1,0,0,0,0,625,0,0yrs 11mon,0,1
42944,69194,65.03,67,1/7/1965,Self employed,22-09-18,1,1,0,0,0,0,728,0,4yrs 11mon,0,0
66882,103078,66.94,20,26-06-97,Self employed,12/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
65669,79400,84.38,136,28-11-77,Salaried,26-10-18,1,1,0,0,0,0,738,0,4yrs 5mon,0,0
47203,64900,74.58,67,15-12-79,Salaried,8/9/2018,1,1,0,0,0,0,855,0,1yrs 5mon,0,0
61413,74300,84.39,2,1/6/1975,Salaried,22-10-18,1,1,1,0,0,0,708,0,1yrs 3mon,0,0
46849,72602,66.8,1,4/12/1983,Self employed,29-08-18,1,1,0,0,0,0,774,0,3yrs 9mon,0,0
52078,70030,77.11,152,2/2/1991,Salaried,13-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
47949,64858,75.55,70,14-08-88,Self employed,1/8/2018,1,1,0,0,0,0,623,0,0yrs 11mon,0,0
40964,65816,66,36,1/7/1990,Self employed,13-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63547,80811,79.94,1,20-01-73,Self employed,10/10/2018,1,0,0,1,0,0,626,0,0yrs 10mon,0,0
39474,68000,59.75,147,15-06-93,Salaried,22-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60572,72500,85,2,1/6/1977,Salaried,19-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
43394,67159,67.01,257,19-10-94,Salaried,7/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50378,60741,85.61,61,3/1/1994,Salaried,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52578,69089,78.16,67,5/6/1996,Salaried,13-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
65669,96427,69.48,10,3/3/1995,Self employed,31-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
42094,59807,73.07,3,18-01-87,Self employed,7/8/2018,1,1,0,0,0,0,641,2,3yrs 6mon,0,0
66282,111841,61.69,36,1/1/1960,Salaried,8/8/2018,1,0,0,1,0,0,836,0,1yrs 11mon,0,0
68569,77420,89.64,117,22-06-95,Self employed,24-09-18,1,1,0,0,0,0,625,0,3yrs 9mon,0,0
58413,67916,88.34,61,6/6/1996,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
34939,62174,57.9,19,7/7/1977,Salaried,27-10-18,1,1,0,0,0,0,738,0,1yrs 11mon,1,0
47899,63114,77.64,138,24-07-83,Salaried,23-09-18,1,1,0,0,0,0,629,0,5yrs 1mon,0,0
53130,67375,83.12,20,5/7/1987,Salaried,22-08-18,1,1,0,0,0,0,571,1,1yrs 5mon,2,1
49078,75011,67.99,10,1/1/1975,Self employed,14-10-18,1,1,0,0,0,0,763,0,1yrs 1mon,0,1
34275,76077,47.32,29,19-12-67,Self employed,29-08-18,1,0,0,0,1,0,635,0,0yrs 8mon,0,0
61447,77988,80.78,7,1/1/1989,Self employed,12/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48903,106900,47.24,8,2/5/1991,Self employed,31-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
39394,58461,70.13,259,1/1/1981,Self employed,24-09-18,1,1,0,0,0,0,573,2,1yrs 9mon,1,1
31984,78090,42.26,10,1/1/1989,Self employed,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50939,65391,81.36,79,29-10-95,Salaried,12/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
66669,86000,79.65,152,26-06-84,Self employed,26-09-18,1,1,0,0,0,0,645,1,2yrs 8mon,0,0
53683,74188,78.18,103,1/6/1975,Self employed,14-08-18,1,1,0,0,0,0,514,0,1yrs 6mon,0,1
73023,95690,78.27,152,10/11/1969,Self employed,20-09-18,1,0,0,1,1,0,731,0,10yrs 10mon,0,0
42452,58162,78.23,120,1/1/1986,Self employed,6/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39894,66017,62.11,9,10/1/1988,Self employed,15-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
66882,94603,72.94,152,12/8/1991,Salaried,17-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
83186,97000,87.11,2,19-12-87,Self employed,16-10-18,1,1,0,0,0,0,656,0,1yrs 11mon,1,1
51078,58255,89.26,105,1/10/1976,Salaried,4/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
67182,76500,89.93,2,8/11/1985,Self employed,20-10-18,1,1,0,0,0,0,300,0,6yrs 2mon,1,0
25419,93665,28.83,104,25-01-90,Salaried,9/10/2018,1,1,0,0,0,0,752,0,1yrs 7mon,0,0
71817,103129,71.75,36,1/1/1995,Self employed,23-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
66619,133007,52.63,202,15-11-81,Self employed,24-10-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
52303,70699,74.97,35,27-07-61,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44349,63000,73.02,68,3/6/1971,Self employed,25-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49303,66283,76.94,34,15-04-82,Self employed,29-10-18,1,1,0,0,0,0,783,0,4yrs 1mon,0,0
45449,62202,75.72,19,1/1/1994,Self employed,21-10-18,1,1,0,0,0,0,585,1,0yrs 7mon,0,0
42794,61700,71.31,67,22-04-79,Self employed,20-10-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
83620,114854,74.88,20,30-04-97,Self employed,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52303,65414,82.55,34,1/1/1978,Self employed,29-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
59197,72344,84.32,74,18-03-96,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
66382,84750,79.65,136,7/4/1989,Self employed,17-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52579,67743,82.67,3,1/1/1983,Self employed,8/10/2018,1,1,0,1,0,0,723,0,2yrs 3mon,10,0
70623,86500,82.66,135,15-04-83,Self employed,29-10-18,1,1,0,0,0,0,579,1,4yrs 4mon,0,1
54619,86000,66.28,120,1/1/1987,Self employed,13-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
59647,73230,82.89,77,6/9/1985,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
28529,59750,50.21,160,12/7/1994,Salaried,23-08-18,1,1,1,0,0,0,753,0,3yrs 11mon,0,0
63013,82695,77.15,136,16-10-82,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56159,71570,83.83,159,1/1/1992,Self employed,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44949,58411,78.07,34,7/1/1995,Self employed,23-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
26729,69542,40.55,34,22-11-81,Self employed,5/10/2018,1,1,0,0,0,0,767,1,8yrs 3mon,0,0
44394,74796,60.16,2,28-04-84,Self employed,19-09-18,1,1,0,0,0,0,300,0,1yrs 8mon,0,0
23154,41310,58.1,18,1/1/1973,Salaried,27-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60947,82589,75.07,10,1/1/1992,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
53803,65895,83.47,79,15-08-84,Self employed,9/8/2018,1,1,0,0,0,0,681,1,1yrs 10mon,1,1
87620,125392,71.77,152,3/3/1996,Salaried,27-09-18,1,1,0,0,0,0,15,0,0yrs 0mon,1,0
35621,75280,50.48,14,7/9/1992,Salaried,4/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49303,58911,86.57,160,9/9/1986,Self employed,21-08-18,1,1,0,0,0,0,738,0,1yrs 6mon,1,0
58259,73967,81.12,3,30-12-86,Salaried,24-10-18,1,1,0,0,0,0,16,0,1yrs 3mon,0,0
72869,90799,84.8,5,9/12/1961,Self employed,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55767,67366,84.99,70,1/7/1969,Self employed,17-09-18,1,1,0,0,0,0,300,0,2yrs 1mon,0,1
61147,73167,86.1,3,25-03-82,Self employed,29-10-18,1,1,0,0,0,0,300,1,1yrs 11mon,0,1
41394,59207,72.63,3,10/4/1976,Self employed,20-08-18,1,1,1,0,0,0,15,0,0yrs 0mon,0,0
57193,64950,89.76,72,5/1/1991,Self employed,25-10-18,1,0,0,1,0,0,836,0,2yrs 2mon,0,0
57013,71611,80.99,9,1/1/1993,Self employed,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
139225,210000,69.05,34,1/1/1985,Self employed,16-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
94012,163827,60.12,251,30-04-76,Self employed,26-10-18,1,0,1,1,0,0,734,0,4yrs 0mon,5,0
26329,68800,38.95,2,1/1/1996,Salaried,31-08-18,1,1,0,0,0,0,17,0,0yrs 0mon,0,0
64882,102122,64.63,48,9/6/1995,Salaried,20-09-18,1,1,0,0,0,0,17,0,0yrs 2mon,0,1
54373,63890,89.22,68,2/11/1995,Self employed,19-10-18,1,1,0,0,0,0,738,0,0yrs 8mon,1,0
